title1,release_date,country,poster,link_trailer,story,final_genres,taglines,runtime_final,earning,final_budget,language,final_writers,director,final_actors,imdb
Fargo (1996) ,1996-04-5,"USA
","https://m.media-amazon.com/images/M/MV5BNDJiZDgyZjctYmRjMS00ZjdkLTkwMTEtNGU1NDg3NDQ0Yzk1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi2228618777?playlistId=tt0116282,"    Jerry works in his father-in-law's car dealership and has gotten himself in financial problems. He tries various schemes to come up with money needed for a reason that is never really explained. It has to be assumed that his huge embezzlement of money from the dealership is about to be discovered by father-in-law. When all else falls through, plans he set in motion earlier for two men to kidnap his wife for ransom to be paid by her wealthy father (who doesn't seem to have the time of day for son-in-law). From the moment of the kidnapping, things go wrong and what was supposed to be a non-violent affair turns bloody with more blood added by the minute. Jerry is upset at the bloodshed, which turns loose a pregnant sheriff from Brainerd, MN who is tenacious in attempting to solve the three murders in her jurisdiction.", Crime  Drama  Thriller,"
A lot can happen in the middle of nowhere.                
 See more »
                
",98.0,36000000.0,7000000.0,English,Ethan Coen-Joel Coen,"
Joel Coen, Ethan Coen (uncredited)    ",William H. Macy-Frances McDormand-Steve Buscemi,8.1
Idi i smotri (1985) ,1985-10-17,"Hungary
","https://m.media-amazon.com/images/M/MV5BODM4Njg0NTAtYjI5Ny00ZjAxLTkwNmItZTMxMWU5M2U3M2RjXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX45_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi129958169?playlistId=tt0091251,"    The feature film directed by Elem Klimov, shot in the genre of military drama. The action takes place on the territory of Belarus in 1943. In the center of the story is a Belarusian boy, who witnesses the horrors of the Nazi punitive action, turning from a cheerful teenager into a gray-haired old man for two days.", Drama  War,"

 See all certifications »
            
",142.0,,,English,Ales Adamovich-Ales Adamovich-1 more credit,"
Elem Klimov (as E. Klimov)    ",Aleksey Kravchenko-Olga Mironova-Liubomiras Laucevicius,8.2
Gran Torino (2008) ,2009-03-13,"India
","https://m.media-amazon.com/images/M/MV5BMTc5NTk2OTU1Nl5BMl5BanBnXkFtZTcwMDc3NjAwMg@@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi517604121?playlistId=tt1205489,"    Walt Kowalski is a widower who holds onto his prejudices despite the changes in his Michigan neighborhood and the world around him. Kowalski is a grumpy, tough-minded, unhappy old man who can't get along with either his kids or his neighbors. He is a Korean War veteran whose prize possession is a 1972 Gran Torino he keeps in mint condition. When his neighbor Thao, a young Hmong teenager under pressure from his gang member cousin, tries to steal his Gran Torino, Kowalski sets out to reform the youth. Drawn against his will into the life of Thao's family, Kowalski is soon taking steps to protect them from the gangs that infest their neighborhood.", Drama,,116.0,269958228.0,33000000.0,English,Nick Schenk-Dave Johannson-1 more credit,"
Clint Eastwood ",Clint Eastwood-Bee Vang-Christopher Carley,8.1
Finding Nemo (2003) ,2003-05-30,"USA
","https://m.media-amazon.com/images/M/MV5BZjMxYzBiNjUtZDliNC00MDAyLTg3N2QtOWNjNmNhZGQzNDg5XkEyXkFqcGdeQXVyNjE2MjQwNjc@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi3857627673?playlistId=tt0266543,"    A clown fish named Marlin lives in the Great Barrier Reef and loses his son, Nemo, after he ventures into the open sea, despite his father's constant warnings about many of the ocean's dangers. Nemo is abducted by a boat and netted up and sent to a dentist's office in Sydney. While Marlin ventures off to try to retrieve Nemo, Marlin meets a fish named Dory, a blue tang suffering from short-term memory loss. The companions travel a great distance, encountering various dangerous sea creatures such as sharks, anglerfish and jellyfish, in order to rescue Nemo from the dentist's office, which is situated by Sydney Harbour. While the two are searching the ocean far and wide, Nemo and the other sea animals in the dentist's fish tank plot a way to return to the sea to live their lives free again.", Animation  Adventure  Comedy  Family,"
From the Creators of Monsters, Inc.                
 See more »
                
",100.0,936743261.0,94000000.0,English,Andrew Stanton-Andrew Stanton-2 more credits,"
Andrew Stanton, Lee Unkrich (co-director)    ",Albert Brooks-Ellen DeGeneres-Alexander Gould,8.1
The Deer Hunter (1978) ,1979-02-23,"USA
","https://m.media-amazon.com/images/M/MV5BNDhmNTA0ZDMtYjhkNS00NzEzLWIzYTItOGNkMTVmYjE2YmI3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi3045785881?playlistId=tt0077416,"    Michael, Steven and Nick are young factory workers from Pennsylvania who enlist into the Army to fight in Vietnam. Before they go, Steven marries the pregnant Angela, and their wedding party also serves as the men's farewell party. After some time and many horrors, the three friends fall in the hands of the Vietcong and are brought to a prison camp in which they are forced to play Russian roulette against each other. Michael makes it possible for them to escape, but they soon get separated again.", Drama  War,"
Winner of 5 Academy Awards including Best Picture 1978                
 See more »
                
",183.0,48979328.0,97958656.0,English,Michael Cimino-Deric Washburn-3 more credits,"
Michael Cimino ",Robert De Niro-Christopher Walken-John Cazale,8.1
Shutter Island (2010) ,2010-06-4,"India
","https://m.media-amazon.com/images/M/MV5BYzhiNDkyNzktNTZmYS00ZTBkLTk2MDAtM2U0YjU1MzgxZjgzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi4064281?playlistId=tt1130884,"    It's 1954, and up-and-coming U.S. marshal Teddy Daniels is assigned to investigate the disappearance of a patient from Boston's Shutter Island Ashecliffe Hospital. He's been pushing for an assignment on the island for personal reasons, but before long he wonders whether he hasn't been brought there as part of a twisted plot by hospital doctors whose radical treatments range from unethical to illegal to downright sinister. Teddy's shrewd investigating skills soon provide a promising lead, but the hospital refuses him access to records he suspects would break the case wide open. As a hurricane cuts off communication with the mainland, more dangerous criminals ""escape"" in the confusion, and the puzzling, improbable clues multiply, Teddy begins to doubt everything - his memory, his partner, even his own sanity.", Mystery  Thriller,"
Some places never let you go.                
 See more »
                
",138.0,294804195.0,80000000.0,English,Laeta Kalogridis-Dennis Lehane,"
Martin Scorsese ",Leonardo DiCaprio-Emily Mortimer-Mark Ruffalo,8.1
The Big Lebowski (1998) ,1998-03-6,"USA
","https://m.media-amazon.com/images/M/MV5BMTQ0NjUzMDMyOF5BMl5BanBnXkFtZTgwODA1OTU0MDE@._V1_UX45_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi4018733337?playlistId=tt0118715,"    When ""The Dude"" Lebowski is mistaken for a millionaire Lebowski, two thugs urinate on his rug to coerce him into paying a debt he knows nothing about. While attempting to gain recompense for the ruined rug from his wealthy counterpart, he accepts a one-time job with high pay-off. He enlists the help of his bowling buddy, Walter, a gun-toting Jewish-convert with anger issues. Deception leads to more trouble, and it soon seems that everyone from porn empire tycoons to nihilists want something from The Dude.", Comedy  Crime,"
Her life was in their hands. Now her toe is in the mail.                
 See more »
                
",117.0,46189568.0,15000000.0,English,Ethan Coen-Joel Coen,"
Joel Coen, Ethan Coen (uncredited)    ",Jeff Bridges-John Goodman-Julianne Moore,8.1
Kill Bill: Vol. 1 (2003) ,2003-10-10,"USA
","https://m.media-amazon.com/images/M/MV5BNzM3NDFhYTAtYmU5Mi00NGRmLTljYjgtMDkyODQ4MjNkMGY2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX45_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi3102711321?playlistId=tt0266697,"    The lead character, called 'The Bride,' was a member of the Deadly Viper Assassination Squad, led by her lover 'Bill.' Upon realizing she was pregnant with Bill's child, 'The Bride' decided to escape her life as a killer. She fled to Texas, met a young man, who, on the day of their wedding rehearsal was gunned down by an angry and jealous Bill (with the assistance of the Deadly Viper Assassination Squad). Four years later, 'The Bride' wakes from a coma, and discovers her baby is gone. She, then, decides to seek revenge upon the five people who destroyed her life and killed her baby. The saga of Kill Bill Volume I begins.", Action  Crime  Thriller,"
In the year 2003, Uma Thurman will kill Bill                
 See more »
                
",111.0,180949045.0,30000000.0,English,Quentin Tarantino-Quentin Tarantino-1 more credit,"
Quentin Tarantino ",Uma Thurman-David Carradine-Daryl Hannah,8.1
Sherlock Jr. (1924) ,1924-05-11,"USA
","https://m.media-amazon.com/images/M/MV5BZWFhOGU5NDctY2Q3YS00Y2VlLWI1NzEtZmIwY2ZiZjY4OTA2XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX45_CR0,0,45,67_AL_.jpg",,"    A meek and mild projectionist, who also cleans up after screenings, would like nothing better than to be a private detective. He becomes engaged to a pretty girl but a ladies man known as the Sheik vies for her affection. He gets rid of the projectionist by stealing a pocket watch belonging to the girl's father - which he pawns to buy her an expensive box of candy. He then slips the pawn ticket into the projectionist's pocket and subsequently is found by the police. He doesn't have much luck but in his dreams, he the debonair and renowned detective Sherlock Jr. who faces danger and solves the crime. In real life, the girl solves crimes quickly.", Action  Comedy  Romance,"
every inch of footage holds such a laugh!        ",45.0,977375.0,1954750.0,English,Jean C. Havez-Joseph A. Mitchell-1 more credit,"
Buster Keaton ",Buster Keaton-Kathryn McGuire-Joe Keaton,8.2
Cool Hand Luke (1967) ,1967-11-1,"USA
","https://m.media-amazon.com/images/M/MV5BOWFlNzZhYmYtYTI5YS00MDQyLWIyNTUtNTRjMWUwNTEzNjA0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX45_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi3936093721?playlistId=tt0061512,"    Luke Jackson is a cool, gutsy prisoner in a Southern chain gang, who, while refusing to buckle under to authority, keeps escaping and being recaptured. The prisoners admire Luke because, as Dragline explains it, ""You're an original, that's what you are!"" Nevertheless, the camp staff actively works to crush Luke until he finally breaks.", Crime  Drama,"
He was a cool customer. . .until the law made it hot for him!                
 See more »
                
",126.0,16217773.0,32435546.0,English,Donn Pearce-Frank Pierson-1 more credit,"
Stuart Rosenberg ",Paul Newman-George Kennedy-Strother Martin,8.1
Tôkyô monogatari (1953) ,1953-11-3,"Japan
","https://m.media-amazon.com/images/M/MV5BYWQ4ZTRiODktNjAzZC00Nzg1LTk1YWQtNDFmNDI0NmZiNGIwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY67_CR0,0,45,67_AL_.jpg",,"    Elderly couple Shukishi and Tomi Hirayama live in the small coastal village of Onomichi, Japan with their youngest daughter, schoolteacher Kyoko Hirayama. Their other three surviving adult children, who they have not seen in quite some time, live either in Tokyo or Osaka. As such, Shukishi and Tomi make the unilateral decision to have an extended visit in Tokyo with their children, pediatrician Koichi Hirayama and beautician Shige Kaneko, and their respective families (which includes two grandchildren). In transit, they make an unexpected stop in Osaka and stay with their other son, Keiso Hirayama. All of their children treat the visit more as an obligation than a want, each trying to figure out what to do with their parents while they continue on with their own daily lives. At one point, they even decide to ship their parents off to an inexpensive resort at Atami Hot Springs rather than spend time with them. The only offspring who makes a concerted effort on this trip is Noriko ...", Drama,"
In the daily lives of ordinary people, a sense of deep affection wells up.                
 See more »
                
",136.0,,,English,Kôgo Noda-Yasujirô Ozu,"
Yasujirô Ozu ",Chishû Ryû-Chieko Higashiyama-Sô Yamamura,8.2
Mary and Max (2009) ,2009-04-9,"Australia
","https://m.media-amazon.com/images/M/MV5BMDgzYjQwMDMtNGUzYi00MTRmLWIyMGMtNjE1OGZkNzY2YWIzL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY67_CR1,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi784205081?playlistId=tt0978762,"    In the mid-1970's, a homely, friendless Australian girl of 8 picks a name out of a Manhattan phone book and writes to him; she includes a chocolate bar. She's Mary Dinkle, the only child of an alcoholic mother and a distracted father. He's Max Horowitz, an overweight man with Asperger's, living alone in New York. He writes back, with chocolate. Thus begins a 20-year correspondence, interrupted by a stay in an asylum and a few misunderstandings. Mary falls in love with a neighbor, saves money to have a birthmark removed and deals with loss. Max has a friendship with a neighbor, tries to control his weight, and finally gets the dream job. Will the two ever meet face to face?", Animation  Comedy  Drama,"
Two unlikely people. Two different worlds come together in a story about a most unusual friendship.                
 See more »
                
",92.0,1739445.0,3478890.0,Australia,Adam Elliot,"
Adam Elliot ",Toni Collette-Philip Seymour Hoffman-Eric Bana,8.1
Rebecca (1940) ,1940-04-12,"USA
","https://m.media-amazon.com/images/M/MV5BYTcxYWExOTMtMWFmYy00ZjgzLWI0YjktNWEzYzJkZTg0NDdmL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY67_CR1,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi110100761?playlistId=tt0032976,"    A shy lady's companion, staying in Monte Carlo with her stuffy employer, meets the wealthy Maxim de Winter. She and Max fall in love, marry and return to Manderley, his large country estate in Cornwall. Max is still troubled by the death of his first wife, Rebecca, in a boating accident the year before. The second Mrs. de Winter clashes with the housekeeper, Mrs. Danvers, and discovers that Rebecca still has a strange hold on everyone at Manderley.", Drama  Mystery  Romance  Thriller,"
A lonely man, a lovely girl... struggling against the secret of Manderley                
 See more »
                
",130.0,7592465.0,15184930.0,USA,Daphne Du Maurier-Robert E. Sherwood-3 more credits,"
Alfred Hitchcock ",Laurence Olivier-Joan Fontaine-George Sanders,8.1
Hacksaw Ridge (2016) ,2016-12-16,"India
","https://m.media-amazon.com/images/M/MV5BMjQ1NjM3MTUxNV5BMl5BanBnXkFtZTgwMDc5MTY5OTE@._V1_UX45_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi3724000537?playlistId=tt2119532,"    The true story of Desmond T. Doss, the conscientious objector who, at the Battle of Okinawa, was awarded the Medal of Honor for his incredible bravery and regard for his fellow soldiers. We see his upbringing and how this shaped his views, especially his religious view and anti-killing stance. We see Doss's trials and tribulations after enlisting in the US Army and trying to become a medic. Finally, we see the hell on Earth that was Hacksaw Ridge.", Biography  Drama  History  War,"
When the order came to retreat, one man stayed.                
 See more »
                
",139.0,175302354.0,40000000.0,English,Robert Schenkkan-Andrew Knight,"
Mel Gibson ",Andrew Garfield-Sam Worthington-Luke Bracey,8.1
